id,course,module,instance,section,idnumber,added,score,indent,visible,visibleoncoursepage,visibleold,groupmode,groupingid,completion,completiongradeitemnumber,completionview,completionexpected,showdescription,availability,deletioninprogress
54,7,20,1,23,,1529244262,0,0,1,1,1,0,0,2,,1,0,0,,0
55,7,20,2,23,,1529244429,0,0,1,1,1,0,0,2,,1,0,0,,0
56,7,20,3,23,,1529432001,0,0,1,1,1,0,0,1,,0,0,0,,0
57,7,20,4,23,,1529432382,0,0,1,1,1,0,0,1,,0,0,0,,0
58,7,17,25,23,,1529433078,0,0,1,1,1,0,0,1,,0,0,0,,0
61,7,16,7,24,,1529303781,0,0,1,1,1,0,0,2,,1,0,1,,0
62,7,22,1,25,,1529303581,0,0,1,1,1,0,0,2,,1,0,0,,0
60,7,16,6,24,,1529430233,0,0,1,1,1,0,0,2,0.0,1,0,1,"{""op"":""&"",""showc"":[true,true,true],""c"":[{""type"":""completion"",""cm"":54,""e"":1},{""type"":""completion"",""cm"":57,""e"":1},{""type"":""completion"",""cm"":58,""e"":1}]}",0
63,7,1,8,25,,1529484223,0,0,1,1,1,0,0,1,,0,0,0,,0
70,8,15,3,30,,1543621191,0,0,1,1,1,0,0,0,,0,0,0,,0
64,7,5,2,26,,1529251722,0,0,1,1,1,0,0,2,,1,0,0,,0
65,7,15,1,26,,1529475668,0,0,1,1,1,0,0,1,,0,0,0,,0
71,8,8,1,30,,1543621276,0,0,1,1,1,0,0,0,,0,0,0,,0
66,7,7,1,27,,1528800752,0,0,1,1,1,0,0,2,,1,0,0,,0
127,10,15,17,48,,1374499450,0,0,1,1,1,0,0,0,,0,0,0,,0
67,7,7,2,27,,1529254119,0,0,1,1,1,0,0,2,,1,0,0,,0
72,8,4,1,30,,1543621357,0,0,1,1,1,0,0,0,,0,0,0,,0
68,7,7,3,27,,1529256031,0,0,1,1,1,0,0,2,,1,0,0,,0
59,7,16,5,24,,1529220572,0,1,1,1,1,0,0,2,0.0,1,1530124200,1,"{""op"":""&"",""showc"":[true],""c"":[{""type"":""completion"",""cm"":53,""e"":1}]}",0
73,8,15,4,31,,1543621437,0,0,1,1,1,0,0,0,,0,0,0,,0
74,8,8,2,31,,1543621517,0,0,1,1,1,0,0,0,,0,0,0,,0
75,8,9,8,31,,1543621573,0,0,1,1,1,0,0,0,,0,0,0,,0
76,8,15,5,32,,1543621774,0,0,1,1,1,0,0,0,,0,0,0,,0
77,8,8,3,32,,1543621961,0,0,1,1,1,0,0,0,,0,0,0,,0
78,8,1,9,32,,1543622000,0,0,1,1,1,0,0,0,,0,0,0,,0
79,8,15,6,33,,1543622089,0,0,1,1,1,0,0,0,,0,0,0,,0
80,8,8,4,33,,1543622263,0,0,1,1,1,0,0,0,,0,0,0,,0
81,8,9,9,33,,1543622417,0,0,1,1,1,0,0,0,,0,0,0,,0
82,8,15,7,34,,1543622588,0,0,1,1,1,0,0,0,,0,0,0,,0
83,8,8,5,34,,1543622759,0,0,1,1,1,0,0,0,,0,0,0,,0
84,8,21,1,34,,1543622850,0,0,1,1,1,0,0,0,,0,0,0,,0
86,9,9,10,35,,1487036748,0,0,1,1,1,0,0,0,,0,0,0,,0
87,9,9,11,35,,1487050610,0,0,1,1,1,0,0,0,,0,0,0,,0
88,9,3,1,36,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
89,9,16,8,36,,1487041163,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
90,9,3,2,37,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
91,9,16,9,37,,1499041377,0,0,1,1,1,1,0,1,,0,0,0,,0
92,9,3,3,38,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
93,9,16,10,38,,1499082955,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
94,9,3,4,39,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
95,9,16,11,39,,1499083837,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
96,9,3,5,40,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
97,9,16,12,40,,1499085644,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
98,9,3,6,41,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
99,9,16,13,41,,1499085644,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
100,9,3,7,42,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
101,9,16,14,42,,1499085644,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
102,9,3,8,43,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
103,9,16,15,43,,1499085644,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
104,9,3,9,44,,1499120433,0,0,1,1,1,0,0,1,,0,0,0,,0
105,9,16,16,44,,1499085644,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
106,9,16,17,45,,1499085644,0,0,0,1,1,1,0,2,0.0,0,0,0,,0
107,10,3,10,46,,1374233131,0,0,1,1,1,0,0,0,,0,0,0,,0
108,10,15,9,46,,1374232686,0,0,1,1,1,0,0,0,,0,0,0,,0
109,10,12,4,46,,1374234892,0,0,1,1,1,0,0,0,,0,0,0,,0
110,10,15,10,46,,1374234845,0,1,1,1,1,0,0,0,,0,0,0,,0
111,10,15,11,46,,1399284720,0,1,1,1,1,0,0,0,,0,0,0,,0
112,10,12,5,46,,1374234565,0,0,1,1,1,0,0,0,,0,0,0,,0
113,10,9,12,46,,1374053684,0,1,1,1,1,0,0,0,,0,0,0,,0
114,10,9,13,46,,1374230980,0,1,1,1,1,0,0,0,,0,0,0,,0
115,10,15,12,47,,1374229618,0,0,1,1,1,0,0,0,,0,0,0,,0
116,10,15,13,47,,1374229666,0,0,1,1,1,0,0,0,,0,0,0,,0
117,10,12,6,47,,1374229718,0,0,1,1,1,0,0,0,,0,0,0,,0
118,10,1,10,47,,1374229831,0,1,1,1,1,0,0,0,,0,0,0,,0
119,10,1,11,47,,1374229875,0,1,1,1,1,0,0,1,,0,0,0,,0
120,10,1,12,47,,1374229907,0,1,1,1,1,0,0,0,,0,0,0,,0
121,10,1,13,47,,1374229931,0,1,1,1,1,0,0,0,,0,0,0,,0
122,10,1,14,47,,1374230086,0,1,1,1,1,0,0,0,,0,0,0,,0
123,10,1,15,47,,1374230137,0,1,1,1,1,0,0,0,,0,0,0,,0
124,10,15,14,48,,1374487357,0,0,1,1,1,0,0,0,,0,0,0,,0
125,10,15,15,48,,1374490100,0,0,1,1,1,0,0,0,,0,0,0,,0
126,10,15,16,48,,1374494739,0,0,1,1,1,0,0,0,,0,0,0,,0
128,10,12,7,48,,1374485879,0,0,1,1,1,0,0,0,,0,0,0,,0
129,10,1,16,48,,1374492275,0,1,1,1,1,0,0,0,,0,0,0,,0
130,10,1,17,48,,1374492447,0,1,1,1,1,0,0,0,,0,0,0,,0
131,10,9,14,48,,1374494620,0,2,1,1,1,0,0,0,,0,0,0,,0
132,10,1,18,48,,1374499377,0,1,1,1,1,0,0,0,,0,0,0,,0
133,10,20,5,48,,1399289854,0,2,1,1,1,0,0,0,,0,0,0,,0
134,10,20,6,48,,1399289755,0,2,1,1,1,0,0,0,,0,0,0,,0
135,10,1,19,48,,1399291290,0,1,1,1,1,0,0,0,,0,0,0,,0
136,10,5,3,48,,1399291243,0,2,1,1,1,0,0,0,,0,0,0,,0
137,10,15,18,49,,1374229618,0,0,1,1,1,0,0,0,,0,0,0,,0
138,10,15,19,49,,1374229666,0,0,1,1,1,0,0,0,,0,0,0,,0
139,10,15,20,49,,1374579583,0,0,1,1,1,0,0,0,,0,0,0,,0
140,10,12,8,49,,1374485879,0,0,1,1,1,0,0,0,,0,0,0,,0
141,10,1,20,49,,1374487404,0,1,1,1,1,0,0,0,,0,0,0,,0
142,10,1,21,49,,1374487885,0,1,1,1,1,0,0,0,,0,0,0,,0
143,10,1,22,49,,1374488048,0,1,1,1,1,0,0,0,,0,0,0,,0
144,10,5,4,49,,1374487646,0,2,1,1,1,0,0,0,,0,0,0,,0
145,10,1,23,49,,1374232604,0,1,1,1,1,0,0,0,,0,0,0,,0
146,10,1,24,49,,1374232564,0,1,1,1,1,0,0,0,,0,0,0,,0
147,10,15,21,50,,1374581093,0,0,1,1,1,0,0,0,,0,0,0,,0
148,10,15,22,50,,1374581156,0,0,1,1,1,0,0,0,,0,0,0,,0
149,10,15,23,50,,1374581234,0,0,1,1,1,0,0,0,,0,0,0,,0
150,10,15,24,50,,1374581347,0,0,1,1,1,0,0,0,,0,0,0,,0
151,10,12,9,50,,1374485879,0,0,1,1,1,0,0,0,,0,0,0,,0
152,10,1,25,50,,1374581482,0,1,1,1,1,0,0,0,,0,0,0,,0
153,10,1,26,50,,1374581980,0,1,1,1,1,0,0,0,,0,0,0,,0
154,10,1,27,50,,1374582013,0,1,1,1,1,0,0,0,,0,0,0,,0
155,10,1,28,50,,1374582042,0,1,1,1,1,0,0,0,,0,0,0,,0
156,10,1,29,50,,1374582079,0,1,1,1,1,0,0,0,,0,0,0,,0
157,10,9,15,50,,1374235231,0,0,1,1,1,0,0,0,,0,0,0,,0
158,10,15,25,51,,1374583035,0,0,1,1,1,0,0,0,,0,0,0,,0
159,10,15,26,51,,1374583074,0,0,1,1,1,0,0,0,,0,0,0,,0
160,10,15,27,51,,1374583113,0,0,1,1,1,0,0,0,,0,0,0,,0
161,10,12,10,51,,1374231428,0,0,1,1,1,0,0,0,,0,0,0,,0
162,10,1,30,51,,1374583157,0,1,1,1,1,0,0,0,,0,0,0,,0
163,10,1,31,51,,1374583243,0,1,1,1,1,0,0,0,,0,0,0,,0
164,10,1,32,51,,1374583288,0,1,1,1,1,0,0,0,,0,0,0,,0
165,10,1,33,51,,1374583326,0,1,1,1,1,0,0,0,,0,0,0,,0
166,10,9,16,51,,1379340135,0,0,1,1,1,0,0,0,,0,0,0,,0
167,10,15,28,52,,1375254455,0,0,1,1,1,0,0,0,,0,0,0,,0
168,10,15,29,52,,1375254799,0,0,1,1,1,0,0,0,,0,0,0,,0
169,10,3,11,52,,1375255372,0,0,1,1,1,0,0,0,,0,0,0,,0
170,10,12,11,52,,1374231428,0,0,1,1,1,0,0,0,,0,0,0,,0
171,10,1,34,52,,1375258707,0,1,1,1,1,0,0,0,,0,0,0,,0
172,10,1,35,52,,1375259245,0,1,1,1,1,0,0,0,,0,0,0,,0
173,10,5,5,52,,1375263359,0,2,1,1,1,0,0,0,,0,0,0,,0
174,10,1,36,52,,1375259450,0,1,1,1,1,0,0,0,,0,0,0,,0
175,10,1,37,52,,1375259534,0,1,1,1,1,0,0,0,,0,0,0,,0
176,10,1,38,52,,1375259777,0,1,1,1,1,0,0,0,,0,0,0,,0
177,10,9,17,52,,1375264893,0,0,1,1,1,0,0,0,,0,0,0,,0
178,10,15,30,53,,1374483649,0,0,1,1,1,0,0,0,,0,0,0,,0
179,10,15,31,53,,1374483811,0,0,1,1,1,0,0,0,,0,0,0,,0
180,10,12,12,53,,1374231428,0,0,1,1,1,0,0,0,,0,0,0,,0
181,10,1,39,53,,1374484584,0,1,1,1,1,0,0,0,,0,0,0,,0
182,10,1,40,53,,1374572232,0,1,1,1,1,0,0,0,,0,0,0,,0
183,10,9,18,53,,1374485546,0,2,1,1,1,0,0,0,,0,0,0,,0
184,10,1,41,53,,1374485708,0,1,1,1,1,0,0,0,,0,0,0,,0
185,10,9,19,53,,1374486012,0,2,1,1,1,0,0,0,,0,0,0,,0
186,10,1,42,53,,1374232564,0,1,1,1,1,0,0,0,,0,0,0,,0
228,12,16,18,64,,1549465297,0,0,1,1,1,0,0,2,0.0,1,0,0,,0
187,10,1,43,53,,1374232604,0,1,1,1,1,0,0,0,,0,0,0,,0
188,10,15,32,54,,1374831771,0,0,1,1,1,0,0,0,,0,0,0,,0
189,10,15,33,54,,1374832376,0,0,1,1,1,0,0,0,,0,0,0,,0
190,10,15,34,54,,1374836410,0,0,1,1,1,0,0,0,,0,0,0,,0
191,10,15,35,54,,1374836208,0,0,1,1,1,0,0,0,,0,0,0,,0
192,10,12,13,54,,1374485879,0,0,1,1,1,0,0,0,,0,0,0,,0
193,10,1,44,54,,1374839363,0,1,1,1,1,0,0,0,,0,0,0,,0
194,10,1,45,54,,1374840176,0,1,1,1,1,0,0,0,,0,0,0,,0
195,10,1,46,54,,1374840416,0,2,1,1,1,0,0,0,,0,0,0,,0
196,10,1,47,54,,1374840674,0,2,1,1,1,0,0,0,,0,0,0,,0
197,10,1,48,54,,1374841196,0,2,1,1,1,0,0,0,,0,0,0,,0
198,10,1,49,54,,1374841274,0,1,1,1,1,0,0,0,,0,0,0,,0
199,10,1,50,54,,1374841673,0,1,1,1,1,0,0,0,,0,0,0,,0
200,10,9,20,54,,1374841059,0,0,1,1,1,0,0,0,,0,0,0,,0
201,10,15,36,55,,1374582276,0,0,1,1,1,0,0,0,,0,0,0,,0
202,10,15,37,55,,1374582347,0,0,1,1,1,0,0,0,,0,0,0,,0
203,10,15,38,55,,1374582397,0,0,1,1,1,0,0,0,,0,0,0,,0
204,10,12,14,55,,1374231428,0,0,1,1,1,0,0,0,,0,0,0,,0
205,10,1,51,55,,1374582507,0,1,1,1,1,0,0,0,,0,0,0,,0
206,10,1,52,55,,1374582553,0,1,1,1,1,0,0,0,,0,0,0,,0
207,10,1,53,55,,1374582583,0,1,1,1,1,0,0,0,,0,0,0,,0
208,10,1,54,55,,1374582642,0,1,1,1,1,0,0,0,,0,0,0,,0
209,10,1,55,55,,1374582684,0,1,1,1,1,0,0,0,,0,0,0,,0
210,10,1,56,55,,1374582720,0,1,1,1,1,0,0,0,,0,0,0,,0
211,10,9,21,55,,1374235231,0,0,1,1,1,0,0,0,,0,0,0,,0
212,10,15,39,56,,1374231092,0,0,1,1,1,0,0,0,,0,0,0,,0
213,10,15,40,56,,1374231290,0,0,1,1,1,0,0,0,,0,0,0,,0
214,10,15,41,56,,1374231410,0,0,1,1,1,0,0,0,,0,0,0,,0
215,10,12,15,56,,1374231428,0,0,1,1,1,0,0,0,,0,0,0,,0
216,10,1,57,56,,1374232055,0,1,1,1,1,0,0,0,,0,0,0,,0
217,10,1,58,56,,1374232468,0,1,1,1,1,0,0,0,,0,0,0,,0
218,10,1,59,56,,1374232564,0,1,1,1,1,0,0,0,,0,0,0,,0
219,10,1,60,56,,1374232604,0,1,1,1,1,0,0,0,,0,0,0,,0
220,10,9,22,56,,1374235231,0,0,1,1,1,0,0,0,,0,0,0,,0
263,46,13,1,100,,1550050682,0,0,1,1,1,0,0,2,,0,0,0,,0
269,47,15,42,105,,1550249588,0,0,1,1,1,0,0,1,,0,0,1,,0
280,47,15,45,105,,1550332100,0,0,1,1,1,0,0,1,,0,0,1,,0
283,47,15,48,105,,1550334025,0,0,1,1,1,0,0,1,,0,0,1,,0
282,47,15,47,105,,1550332903,0,0,1,1,1,0,0,1,,0,0,1,,0
284,47,15,49,105,,1550334178,0,0,1,1,1,0,0,1,,0,0,1,,0
226,11,23,5,63,,1548940208,0,0,1,1,1,0,0,2,,0,0,0,,0
222,11,23,1,58,,1548927234,0,0,1,1,1,0,0,2,,0,0,1,,0
276,46,13,4,100,,1550258629,0,0,1,1,1,0,0,2,,0,0,0,,0
85,9,15,8,35,,1499121811,0,0,1,1,1,0,0,1,,0,0,0,,0
278,47,15,43,105,,1550322568,0,0,1,1,1,0,0,1,,0,0,1,,0
281,47,15,46,105,,1550332587,0,0,1,1,1,0,0,1,,0,0,1,,0
279,47,15,44,105,,1550331531,0,0,1,1,1,0,0,1,,0,0,1,,0
285,47,15,50,105,,1550334454,0,0,1,1,1,0,0,1,,0,0,1,,0
265,47,9,26,105,,1550233743,0,0,1,1,1,0,0,2,,1,0,1,,0
223,11,23,2,59,,1548930889,0,0,1,1,1,0,0,2,,0,0,1,,0
264,46,13,2,100,,1550053372,0,0,1,1,1,0,0,2,0.0,1,0,0,,0
224,11,23,3,60,,1548931576,0,0,1,1,1,0,0,2,,0,0,1,,0
225,11,23,4,61,,1548936823,0,0,1,1,1,0,0,2,,0,0,0,,0
267,47,23,6,105,,1550248822,0,0,1,1,1,2,0,2,,0,0,1,,0
266,47,9,27,105,,1550248417,0,0,1,1,1,0,0,2,,1,0,1,,0
277,46,16,52,100,,1550260883,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
261,45,16,51,97,,1549644593,0,0,1,1,1,1,0,2,0.0,0,0,0,,0
286,47,15,51,105,,1550334709,0,0,1,1,1,0,0,1,,0,0,1,,0
289,47,1,61,105,,1553183183,0,0,1,1,1,2,0,2,0.0,1,0,1,,0
311,48,1,63,108,,1560702647,0,0,1,1,1,1,0,1,,0,0,0,,0
287,47,16,53,105,,1550447232,0,0,1,1,1,2,0,2,0.0,1,0,1,"{""op"":""&"",""c"":[{""type"":""completion"",""cm"":267,""e"":1}],""showc"":[true]}",0
288,46,9,28,99,,1550672084,0,0,1,1,1,0,0,0,,0,0,0,,0
316,49,7,7,114,,1561386059,0,0,1,1,1,0,0,2,,0,0,1,,0
356,51,4,6,147,,1563350886,0,0,1,1,1,0,0,0,,0,0,1,,0
362,51,17,29,147,,1563352270,0,0,1,1,1,0,0,0,,0,0,1,,0
319,49,15,58,116,,1561388829,0,0,1,1,1,0,0,2,,1,0,1,,0
320,49,7,8,116,,1561388942,0,0,1,1,1,0,0,2,,0,0,1,,0
321,50,9,32,134,,1562232961,0,0,1,1,1,0,0,0,,0,0,0,,0
322,50,9,33,134,,1562233326,0,0,1,1,1,0,0,0,,0,0,1,,0
303,48,7,4,156,,1558358411,0,0,1,1,1,1,0,1,,0,0,1,,0
310,48,24,2,157,,1559146907,0,0,0,1,0,0,0,2,,0,0,0,,0
308,48,9,30,106,,1558811068,0,0,1,1,1,0,0,0,,0,0,0,,0
305,48,15,54,157,,1558803029,0,0,1,1,1,0,0,1,,0,0,1,,0
293,48,4,2,106,,1558123089,0,0,1,1,1,1,0,1,,0,0,1,,0
307,48,10,1,157,,1558809421,0,0,1,1,1,0,0,1,,0,0,1,,0
309,48,26,1,157,,1558899795,0,0,1,1,1,0,0,1,,0,0,1,,0
304,48,21,3,157,,1558362452,0,0,1,1,1,1,0,1,,0,0,1,,0
329,50,15,60,135,,1562313715,0,0,1,1,1,0,0,2,,1,0,0,,0
300,48,15,53,107,,1558346686,0,0,1,1,1,0,0,1,,0,0,1,,0
301,48,17,26,107,,1558349906,0,0,1,1,1,0,0,1,,0,0,1,,0
312,49,9,31,113,,1561382126,0,0,1,1,1,0,0,0,,0,0,0,,0
302,48,1,62,107,,1558350478,0,0,1,1,1,1,0,1,,0,0,0,,0
332,50,15,62,135,,1562314346,0,0,1,1,1,0,0,2,,1,0,0,,0
330,50,15,61,135,,1562313805,0,0,1,1,1,0,0,2,,1,0,0,,0
296,48,25,3,107,,1558192676,0,0,1,1,1,1,0,1,,0,0,1,,0
331,50,16,56,135,,1562313911,0,0,1,1,1,0,0,2,0.0,1,0,0,,0
333,50,16,57,135,,1562314435,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
337,50,16,59,136,,1562316208,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
317,49,15,56,114,,1561386554,0,0,1,1,1,0,0,2,,1,0,1,,0
318,49,15,57,115,,1561386831,0,0,1,1,1,0,0,2,,1,0,1,,0
328,50,16,55,135,,1562313425,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
334,50,15,63,136,,1562314804,0,0,1,1,1,0,0,2,,1,0,0,,0
345,51,9,35,146,,1562834288,0,0,1,1,1,0,0,0,,0,0,0,,0
336,50,15,64,136,,1562315234,0,0,1,1,1,0,0,2,,1,0,0,,0
335,50,16,58,136,,1562314881,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
315,49,7,6,115,,1561384795,0,0,1,1,1,0,0,1,,0,0,1,,0
340,49,7,9,145,,1562747412,0,0,0,1,1,0,0,2,,0,0,1,,0
349,50,15,66,137,,1562914455,0,0,1,1,1,0,0,2,,1,0,0,,0
343,49,4,4,117,,1562744612,0,0,0,1,0,0,0,0,,0,0,1,,0
344,8,9,34,29,,1562773782,0,0,1,1,1,0,0,0,,0,0,0,,0
342,50,7,11,138,,1562754594,0,0,1,1,1,0,0,2,,0,0,1,,0
348,50,16,60,137,,1562914090,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
347,50,15,65,137,,1562913986,0,0,1,1,1,0,0,2,,1,0,0,,0
350,50,16,61,137,,1562914514,0,0,1,1,1,0,0,2,0.0,0,0,0,,0
351,46,15,67,151,,1562930267,0,0,0,1,0,0,0,2,,1,0,0,,0
352,46,15,68,151,,1562930513,0,0,0,1,0,0,0,2,,1,0,0,,0
355,51,9,37,148,,1563283075,0,0,0,1,0,0,0,2,,0,0,0,,0
354,51,9,36,148,,1563282769,0,0,0,1,0,0,0,2,,0,0,0,,0
346,51,4,5,147,,1562834729,0,0,1,1,1,0,0,0,,0,0,1,,0
361,51,17,28,147,,1563352270,0,0,1,1,1,0,0,0,,0,0,1,,0
363,51,9,38,148,,1563370681,0,0,0,1,0,0,0,2,,0,0,0,,0
357,51,17,27,147,,1563352270,0,0,1,1,1,0,0,0,,0,0,1,,0
359,51,12,16,147,,1563353279,0,0,1,1,1,0,0,0,,0,0,1,,0
360,51,12,17,147,,1563353279,0,0,1,1,1,0,0,0,,0,0,1,,0
